name,vertices,edges,chromatic_number,image_path,leap_1_structure,leap_1_order,leap_2_structure,leap_2_order
7‐graph 905,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1113.png,S7,5040,S7,5040
7‐graph 907,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1114.png,S7,5040,S7,5040
"(1,3,3)‐complete tripartite graph",7,15,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1115.png,S7,5040,S7,5040
co‐square and triangle,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1116.png,S7,5040,S7,5040
"(3,4)‐fan graph",7,15,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1117.png,S7,5040,S7,5040
4‐Petersen family graph,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1118.png,S7,5040,S7,5040
7‐graph 912,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1119.png,S7,5040,S7,5040
"(2,2,3)‐complete tripartite graph",7,16,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1120.png,S7,5040,S7,5040
"(1,1,2,3)‐complete 4‐partite graph",7,17,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1121.png,S7,5040,S7,5040
"(1,1,1,1,3)‐complete 5‐partite graph",7,18,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1122.png,S7,5040,S7,5040
9‐matchstick graph 91,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1123.png,S7,5040,S7,5040
triangle and tetrahedron,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1124.png,C3 x S4,72,C3 x S4,72
10‐matchstick graph 273,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1125.png,S7,5040,S7,5040
7‐graph 918,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1126.png,S7,5040,S7,5040
7‐graph 920,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1127.png,S7,5040,S7,5040
3‐double cone graph,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1128.png,S7,5040,S7,5040
7‐graph 937,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1129.png,S7,5040,S7,5040
7‐graph 940,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1130.png,C2 x S5,240,S5,120
7‐graph 936,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1131.png,S7,5040,S7,5040
7‐graph 943,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1132.png,S7,5040,S7,5040
7‐graph 942,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1133.png,S7,5040,S7,5040
7‐graph 941,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1134.png,C2 x S5,240,S5,120
7‐graph 939,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1135.png,S7,5040,S7,5040
7‐graph 938,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1136.png,S7,5040,S7,5040
7‐graph 944,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1137.png,S7,5040,S7,5040
10‐matchstick graph 311,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1138.png,S7,5040,S7,5040
7‐graph 932,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1139.png,S7,5040,S7,5040
7‐graph 931,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1140.png,S7,5040,S7,5040
Moser spindle,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1141.png,S7,5040,S7,5040
Šoltés graph H1,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1142.png,S7,5040,S7,5040
7‐graph 929,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1143.png,S7,5040,S7,5040
7‐graph 934,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1144.png,S7,5040,S7,5040
7‐graph 933,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1145.png,S7,5040,S7,5040
7‐graph 935,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1146.png,S7,5040,S7,5040
7‐graph 923,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1147.png,C2 x S5,240,S5,120
2‐path and pentatope,7,11,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1148.png,C2 x S5,240,S5,120
7‐graph 925,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1149.png,S7,5040,S7,5040
"(5,2)‐lollipop graph",7,12,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1150.png,C2 x S5,240,S5,120
7‐graph 926,7,13,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1151.png,S7,5040,S7,5040
7‐graph 952,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1152.png,S7,5040,S7,5040
7‐graph 951,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1153.png,S7,5040,S7,5040
7‐graph 950,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1154.png,S7,5040,S7,5040
7‐graph 949,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1155.png,S7,5040,S7,5040
7‐graph 953,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1156.png,S7,5040,S7,5040
7‐graph 947,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1157.png,S7,5040,S7,5040
7‐graph 946,7,13,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1158.png,C2 x S5,240,S5,120
7‐graph 945,7,13,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1159.png,S7,5040,S7,5040
7‐graph 948,7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1160.png,S7,5040,S7,5040
7‐graph 954,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1161.png,S7,5040,S7,5040
7‐graph 955,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1162.png,S7,5040,S7,5040
heptahedral graph 25,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1163.png,S7,5040,S7,5040
7‐graph 972,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1164.png,S7,5040,S7,5040
7‐graph 971,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1165.png,S7,5040,S7,5040
2‐Plummer‐Toft graph,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1166.png,S7,5040,S7,5040
7‐graph 970,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1167.png,S7,5040,S7,5040
heptahedral graph 26,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1168.png,S7,5040,S7,5040
7‐graph 973,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1169.png,S7,5040,S7,5040
heptahedral graph 27,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1170.png,S7,5040,S7,5040
7‐graph 963,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1171.png,S7,5040,S7,5040
7‐graph 961,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1172.png,S7,5040,S7,5040
heptahedral graph 21,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1173.png,S7,5040,S7,5040
7‐graph 958,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1174.png,S7,5040,S7,5040
7‐graph 957,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1175.png,S7,5040,S7,5040
7‐graph 956,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1176.png,S7,5040,S7,5040
7‐graph 964,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1177.png,S7,5040,S7,5040
7‐graph 962,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1178.png,S7,5040,S7,5040
heptahedral graph 22,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1179.png,S7,5040,S7,5040
7‐graph 965,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1180.png,S7,5040,S7,5040
7‐graph 985,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1181.png,S7,5040,S7,5040
heptahedral graph 30,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1182.png,S7,5040,S7,5040
7‐graph 987,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1183.png,S7,5040,S7,5040
7‐graph 986,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1184.png,S7,5040,S7,5040
7‐graph 988,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1185.png,S7,5040,S7,5040
7‐graph 982,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1186.png,S7,5040,S7,5040
7‐graph 981,7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1187.png,C2 x S5,240,S5,120
7‐graph 980,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1188.png,S7,5040,S7,5040
7‐graph 979,7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1189.png,S7,5040,S7,5040
7‐graph 983,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1190.png,S7,5040,S7,5040
heptahedral graph 28,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1191.png,S7,5040,S7,5040
"3‐tree (7,5)",7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1192.png,S7,5040,S7,5040
7‐graph 967,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1193.png,S7,5040,S7,5040
heptahedral graph 23,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1194.png,S7,5040,S7,5040
7‐graph 968,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1195.png,S7,5040,S7,5040
7‐graph 989,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1196.png,S7,5040,S7,5040
7‐graph 991,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1197.png,S7,5040,S7,5040
7‐graph 990,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1198.png,S7,5040,S7,5040
7‐graph 992,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1199.png,S7,5040,S7,5040
7‐complete graph minus square,7,17,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1200.png,S7,5040,S7,5040
7‐graph 1010,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1201.png,S7,5040,S7,5040
heptahedral graph 31,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1202.png,S7,5040,S7,5040
7‐graph 1011,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1203.png,S7,5040,S7,5040
7‐graph 1009,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1204.png,S7,5040,S7,5040
7‐graph 1008,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1205.png,S7,5040,S7,5040
7‐graph 1013,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1206.png,S7,5040,S7,5040
5‐dipyramidal graph,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1207.png,S7,5040,S7,5040
7‐graph 1015,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1208.png,S7,5040,S7,5040
7‐graph 1018,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1209.png,S7,5040,S7,5040
7‐graph 1017,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1210.png,S7,5040,S7,5040
Johnson solid skeleton 49,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1211.png,S7,5040,S7,5040
7‐graph 1019,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1212.png,S7,5040,S7,5040
7‐graph 1020,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1213.png,S7,5040,S7,5040
"7‐circulant graph (1,2)",7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1214.png,S7,5040,S7,5040
7‐path complement graph,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1215.png,S7,5040,S7,5040
7‐graph 1025,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1216.png,S7,5040,S7,5040
7‐graph 1027,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1217.png,S7,5040,S7,5040
heptahedral graph 34,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1218.png,S7,5040,S7,5040
7‐graph 1021,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1219.png,S7,5040,S7,5040
7‐graph 1023,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1220.png,S7,5040,S7,5040
7‐graph 1028,7,17,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1221.png,S7,5040,S7,5040
7‐graph 1030,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1222.png,S7,5040,S7,5040
7‐graph 1029,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1223.png,S7,5040,S7,5040
7‐graph 1031,7,17,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1224.png,S7,5040,S7,5040
"4‐tree (7,2)",7,18,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1225.png,S7,5040,S7,5040
7‐graph 1004,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1226.png,S7,5040,S7,5040
7‐graph 1003,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1227.png,S7,5040,S7,5040
7‐graph 1002,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1228.png,S7,5040,S7,5040
7‐graph 1005,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1229.png,S7,5040,S7,5040
7‐graph 1001,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1230.png,S7,5040,S7,5040
7‐graph 1006,7,17,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1231.png,S7,5040,S7,5040
7‐graph 998,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1232.png,S7,5040,S7,5040
7‐graph 997,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1233.png,S7,5040,S7,5040
7‐graph 999,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1234.png,S7,5040,S7,5040
7‐graph 995,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1235.png,C2 x S5,240,S5,120
6‐complete graph and singleton,7,15,6,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1236.png,1,1,1,1
"(6,1)‐lollipop graph",7,16,6,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1237.png,C2 x S5,240,S5,120
7‐graph 1000,7,17,6,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1238.png,S7,5040,S7,5040
7‐graph 1007,7,18,6,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1239.png,S7,5040,S7,5040
7‐graph 1033,7,19,6,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1240.png,S7,5040,S7,5040
7‐graph 1037,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1241.png,S7,5040,S7,5040
7‐graph 1036,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1242.png,S7,5040,S7,5040
7‐graph 1035,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1243.png,S7,5040,S7,5040
7‐graph 1038,7,17,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1244.png,S7,5040,S7,5040
7‐graph 1034,7,17,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1245.png,S7,5040,S7,5040
7‐graph 1039,7,18,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1246.png,S7,5040,S7,5040
7‐graph 1040,7,17,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1247.png,S7,5040,S7,5040
"(1,2,2,2)‐complete 4‐partite graph",7,18,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1248.png,S7,5040,S7,5040
"(1,1,1,2,2)‐complete 5‐partite graph",7,19,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1249.png,S7,5040,S7,5040
"(1,1,1,1,1,2)‐complete 6‐partite graph",7,20,6,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1250.png,S7,5040,S7,5040
7‐complete graph,7,21,7,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1251.png,S7,5040,S7,5040
